facility_name,city,state,industry_sector,year,predicted_emissions
"Apex Environmental, Llc - Sanitary Landfill (0641000223)",Amsterdam,OH,Waste,2020,199352.54356199992
Apex Generating Station,Las Vegas,NV,Power Plants,2018,1155164.4632199998
Apex Generating Station,Las Vegas,NV,Power Plants,2019,1182556.6060900006
Apex Generating Station,Las Vegas,NV,Power Plants,2020,1150177.4103499998
Apex Regional Landfill,Las Vegas,NV,Waste,2018,89709.14033040003
Apex Regional Landfill,Las Vegas,NV,Waste,2019,87375.67102000002
Apex Regional Landfill,Las Vegas,NV,Waste,2020,86625.68448000003
"Apg Polytech, Llc",Apple Grove,WV,Other,2018,28989.588839999997
"Apg Polytech, Llc",Apple Grove,WV,Other,2019,33191.282730000006
"Apg Polytech, Llc",Apple Grove,WV,Other,2020,32707.106593800007
Appleby Treater,Appleby,TX,Petroleum And Natural Gas Systems,2018,33645.95367
Appleby Treater,Appleby,TX,Petroleum And Natural Gas Systems,2019,33020.34877999999
Appleby Treater,Appleby,TX,Petroleum And Natural Gas Systems,2020,36617.53999849999
Appleton Coated Locks Mill,Combined Locks,WI,Pulp And Paper,2018,1499036.7470200008
Appleton Coated Locks Mill,Combined Locks,WI,Pulp And Paper,2019,1212449.3078899991
Appleton Coated Locks Mill,Combined Locks,WI,Pulp And Paper,2020,910653.22186
Appleton Roaring Spring Paper Mfg,Roaring Spring,PA,Pulp And Paper,2018,103341.15438000002
Appleton Roaring Spring Paper Mfg,Roaring Spring,PA,Pulp And Paper,2019,101769.81749999995
Appleton Roaring Spring Paper Mfg,Roaring Spring,PA,Pulp And Paper,2020,102025.13648
Applied Energy Llc Naval Station,San Diego,CA,Power Plants,2018,199611.9647
Applied Energy Llc Naval Station,San Diego,CA,Power Plants,2019,197846.7425000001
Applied Energy Llc Naval Station,San Diego,CA,Power Plants,2020,198870.79052000004
Appvion - Appleton Plt,Appleton,WI,Pulp And Paper,2018,37179.023860000016
Appvion - Appleton Plt,Appleton,WI,Pulp And Paper,2019,36674.52486000002
Appvion - Appleton Plt,Appleton,WI,Pulp And Paper,2020,37572.66675999999
"Appvion, Inc. West Carrollton",West Carrollton,OH,Pulp And Paper,2018,14304.388259999989
"Appvion, Inc. West Carrollton",West Carrollton,OH,Pulp And Paper,2019,12825.904071000008
"Appvion, Inc. West Carrollton",West Carrollton,OH,Pulp And Paper,2020,12464.231060000011
Aps Saguaro Power Plant,Red Rock,AZ,Power Plants,2018,38263.89930959998
Aps Saguaro Power Plant,Red Rock,AZ,Power Plants,2019,50336.0192
Aps Saguaro Power Plant,Red Rock,AZ,Power Plants,2020,57125.58835999996
Aps West Phoenix Power Plant,Phoenix,AZ,Power Plants,2018,1159265.9437000004
Aps West Phoenix Power Plant,Phoenix,AZ,Power Plants,2019,1103407.6759500008
Aps West Phoenix Power Plant,Phoenix,AZ,Power Plants,2020,1048742.4830899998
Aptina Llc,Nampa,ID,Other,2018,46618.05857999999
Aptina Llc,Nampa,ID,Other,2019,44952.46505979997
Aptina Llc,Nampa,ID,Other,2020,46898.28542330002
"Aquila, Inc. - Airport Industrial Site",Pueblo,CO,Power Plants,2018,94.41823999999997
"Aquila, Inc. - Airport Industrial Site",Pueblo,CO,Power Plants,2019,86.38512999999995
"Aquila, Inc. - Airport Industrial Site",Pueblo,CO,Power Plants,2020,92.58930999999997
"Aquila, Inc. - Pueblo Power Plant",Pueblo,CO,Power Plants,2018,73.16562999999996
"Aquila, Inc. - Pueblo Power Plant",Pueblo,CO,Power Plants,2019,64.55626999999994
"Aquila, Inc. - Pueblo Power Plant",Pueblo,CO,Power Plants,2020,67.40320999999997
Ar Glass Container Corp,Jonesboro,AR,Minerals,2018,33100.751567
Ar Glass Container Corp,Jonesboro,AR,Minerals,2019,31509.158349999998
Ar Glass Container Corp,Jonesboro,AR,Minerals,2020,33259.556867199986
Arapaho,Butler,OK,Petroleum And Natural Gas Systems,2018,25090.170520000007
Arapaho,Butler,OK,Petroleum And Natural Gas Systems,2019,25540.92982000001
Arapaho,Butler,OK,Petroleum And Natural Gas Systems,2020,24895.919980000002
Arapahoe,Denver,CO,Power Plants,2018,39184.46930000001
Arapahoe,Denver,CO,Power Plants,2019,32111.5657196
Arapahoe,Denver,CO,Power Plants,2020,30891.470309999993
Arapahoe Combustion Turbine Facility,Denver,CO,Power Plants,2018,87710.90123300003
Arapahoe Combustion Turbine Facility,Denver,CO,Power Plants,2019,86569.38736999998
Arapahoe Combustion Turbine Facility,Denver,CO,Power Plants,2020,82349.2075801
"Arauco North America, Inc - Bennettsville Mdf",Bennettsville,SC,Other,2018,23123.259359999996
"Arauco North America, Inc - Bennettsville Mdf",Bennettsville,SC,Other,2019,26413.392459999992
"Arauco North America, Inc - Bennettsville Mdf",Bennettsville,SC,Other,2020,24152.177040000002
"Arauco North America, Inc.",Malvern,AR,Other,2018,61065.7342758
"Arauco North America, Inc.",Malvern,AR,Other,2019,60041.8781454
"Arauco North America, Inc.",Malvern,AR,Other,2020,60325.24621170004
Arauco-Usa Llc,Moncure,NC,Other,2018,18072.795263870008
Arauco-Usa Llc,Moncure,NC,Other,2019,21398.01785470001
Arauco-Usa Llc,Moncure,NC,Other,2020,19934.932277800002
Arbor Hills Landfill,Northville,MI,Waste,2018,943587.5404799997
Arbor Hills Landfill,Northville,MI,Waste,2019,541014.0205799998
Arbor Hills Landfill,Northville,MI,Waste,2020,586414.5709599997
Arc Park Compressor Station,Fort Worth,TX,Petroleum And Natural Gas Systems,2018,15349.834100000004
Arc Park Compressor Station,Fort Worth,TX,Petroleum And Natural Gas Systems,2019,14563.22274
Arc Park Compressor Station,Fort Worth,TX,Petroleum And Natural Gas Systems,2020,14485.685420000003
Arcelormittal Burns Harbor Llc,Burns Harbor,IN,Metals,2018,8047977.193160002
Arcelormittal Burns Harbor Llc,Burns Harbor,IN,Metals,2019,7572027.624480001
Arcelormittal Burns Harbor Llc,Burns Harbor,IN,Metals,2020,7852105.643279999
Arcelormittal Cleveland Llc,Cleveland,OH,Metals,2018,4123641.0475300015
Arcelormittal Cleveland Llc,Cleveland,OH,Metals,2019,4048273.37642
Arcelormittal Cleveland Llc,Cleveland,OH,Metals,2020,3967890.6526699984
Arcelormittal Columbus Llc,Columbus,OH,Other,2018,28888.441429499988
Arcelormittal Columbus Llc,Columbus,OH,Other,2019,30036.55464
Arcelormittal Columbus Llc,Columbus,OH,Other,2020,53759.18063999999
Arcelormittal Georgetown,Georgetown,SC,Metals,2018,57378.149452899976
Arcelormittal Georgetown,Georgetown,SC,Metals,2019,56650.332466600004
Arcelormittal Georgetown,Georgetown,SC,Metals,2020,53379.28608000001
Arcelormittal Indiana Harbor Llc,East Chicago,IN,Metals,2018,4462836.71562
Arcelormittal Indiana Harbor Llc,East Chicago,IN,Metals,2019,4539465.0341300005
Arcelormittal Indiana Harbor Llc,East Chicago,IN,Metals,2020,4444628.135440001
Arcelormittal Indiana Harbor Long Carbon,East Chicago,IN,Metals,2018,42981.78472
Arcelormittal Indiana Harbor Long Carbon,East Chicago,IN,Metals,2019,27842.91446
Arcelormittal Indiana Harbor Long Carbon,East Chicago,IN,Metals,2020,26323.32296060001
Arcelormittal Minorca Mine,Virginia,MN,Metals,2018,233287.5046999999
Arcelormittal Minorca Mine,Virginia,MN,Metals,2019,193378.02667
Arcelormittal Minorca Mine,Virginia,MN,Metals,2020,174368.40522
Arcelormittal Plate Llc,Coatesville,PA,Metals,2018,206526.244496
Arcelormittal Plate Llc,Coatesville,PA,Metals,2019,205351.08081600003
Arcelormittal Plate Llc,Coatesville,PA,Metals,2020,198196.48027600005
Arcelormittal Plate Llc - Gary Plate,Gary,IN,Metals,2018,58818.49069779997
Arcelormittal Plate Llc - Gary Plate,Gary,IN,Metals,2019,60403.77153999998
Arcelormittal Plate Llc - Gary Plate,Gary,IN,Metals,2020,60053.99964999997
Arcelormittal Plate Llc/Conshohocken Plt,Conshohocken,PA,Metals,2018,61105.78852
Arcelormittal Plate Llc/Conshohocken Plt,Conshohocken,PA,Metals,2019,54953.847906799994
Arcelormittal Plate Llc/Conshohocken Plt,Conshohocken,PA,Metals,2020,57616.73413399999
Arcelormittal Princeton,Princeton,WV,Other,2018,26081.986988300003
Arcelormittal Princeton,Princeton,WV,Other,2019,25800.55948000001
Arcelormittal Princeton,Princeton,WV,Other,2020,25617.277463000006
Arcelormittal Riverdale Llc,Riverdale,IL,Metals,2018,148301.41372999997
Arcelormittal Riverdale Llc,Riverdale,IL,Metals,2019,149195.44307999997
Arcelormittal Riverdale Llc,Riverdale,IL,Metals,2020,148672.00351799998
Arcelormittal Steelton Llc/Steelton,Steelton,PA,Metals,2018,160739.73272000012
Arcelormittal Steelton Llc/Steelton,Steelton,PA,Metals,2019,161065.15248
Arcelormittal Steelton Llc/Steelton,Steelton,PA,Metals,2020,159902.4357399999
Arcelormittal Tubular Products Shelby Llc,Shelby,OH,Metals,2018,64274.36658
Arcelormittal Tubular Products Shelby Llc,Shelby,OH,Metals,2019,63395.897419999965
Arcelormittal Tubular Products Shelby Llc,Shelby,OH,Metals,2020,63095.28456000002
Arcelormittal Tubular Products Usa Llc,Shelby,OH,Metals,2018,61677.94283999998
Arcelormittal Tubular Products Usa Llc,Shelby,OH,Metals,2019,67702.6534038
Arcelormittal Tubular Products Usa Llc,Shelby,OH,Metals,2020,66079.17898000003
Arcelormittal Warren  (0278000648),Warren,OH,Metals,2018,164275.23298000012
Arcelormittal Warren  (0278000648),Warren,OH,Metals,2019,148973.05468000003
Arcelormittal Warren  (0278000648),Warren,OH,Metals,2020,153790.55731600002
Arcelormittal Weirton Llc,Weirton,WV,Other,2018,188450.60822599984
Arcelormittal Weirton Llc,Weirton,WV,Other,2019,185380.36744
Arcelormittal Weirton Llc,Weirton,WV,Other,2020,184872.99827600003
Archer Compressor Station,Cadiz,OH,Petroleum And Natural Gas Systems,2018,36836.06198999999
Archer Compressor Station,Cadiz,OH,Petroleum And Natural Gas Systems,2019,32937.38106000001
Archer Compressor Station,Cadiz,OH,Petroleum And Natural Gas Systems,2020,34821.17965
Archer Daniel Midland Company,Columbus,NE,"Other,Waste",2018,1218593.0837200002
Archer Daniel Midland Company,Columbus,NE,"Other,Waste",2019,1151830.3144800002
Archer Daniel Midland Company,Columbus,NE,"Other,Waste",2020,1223459.023430001
Archer Daniels Midland,Marshall,MN,"Other,Suppliers Of Co2,Waste",2018,83613.08468000004
Archer Daniels Midland,Marshall,MN,"Other,Suppliers Of Co2,Waste",2019,93244.54916
Archer Daniels Midland,Marshall,MN,"Other,Suppliers Of Co2,Waste",2020,118917.58697139993
Archer Daniels Midland Co.,Decatur,IL,"Injection Of Co2,Other,Suppliers Of Co2,Waste",2018,3934524.70018
Archer Daniels Midland Co.,Decatur,IL,"Injection Of Co2,Other,Suppliers Of Co2,Waste",2019,3786783.4029300003
Archer Daniels Midland Co.,Decatur,IL,"Injection Of Co2,Other,Suppliers Of Co2,Waste",2020,3761344.823820001
Archer Daniels Midland Co. - Peoria,Peoria,IL,Other,2018,688971.3584330003
Archer Daniels Midland Co. - Peoria,Peoria,IL,Other,2019,699250.8463500004
Archer Daniels Midland Co. - Peoria,Peoria,IL,Other,2020,681887.2089170003
Archer Daniels Midland Company,Lincoln,NE,Other,2018,151597.96381500014
Archer Daniels Midland Company,Lincoln,NE,Other,2019,159360.76681000006
Archer Daniels Midland Company,Lincoln,NE,Other,2020,166371.79364000016
Archer Daniels Midland Processing,Velva,ND,Other,2018,40999.68864
Archer Daniels Midland Processing,Velva,ND,Other,2019,63888.50292999999
Archer Daniels Midland Processing,Velva,ND,Other,2020,59099.080790999986
Arconic Davenport Llc,Bettendorf,IA,Metals,2018,254945.55852000014
Arconic Davenport Llc,Bettendorf,IA,Metals,2019,256811.75457999998
Arconic Davenport Llc,Bettendorf,IA,Metals,2020,267503.49374
Arconic Inc - Tennessee Operations,Alcoa,TN,Metals,2018,198445.77015899986
Arconic Inc - Tennessee Operations,Alcoa,TN,Metals,2019,216661.2604680001
Arconic Inc - Tennessee Operations,Alcoa,TN,Metals,2020,216875.73309400002
Arconic Inc Davenport Works,Bettendorf,IA,Metals,2018,225078.54637999996
Arconic Inc Davenport Works,Bettendorf,IA,Metals,2019,246031.6958799999
Arconic Inc Davenport Works,Bettendorf,IA,Metals,2020,252607.45188
Arconic Inc Massena Operations,Massena,NY,"Metals,Waste",2018,298348.85725400003
Arconic Inc Massena Operations,Massena,NY,"Metals,Waste",2019,312640.2147759997
Arconic Inc Massena Operations,Massena,NY,"Metals,Waste",2020,312495.31130999984
Arconic Inc. - Cleveland Works,Cuyahoga Heights,OH,"Other,Waste",2018,71972.01741999997
Arconic Inc. - Cleveland Works,Cuyahoga Heights,OH,"Other,Waste",2019,68128.08833999999
Arconic Inc. - Cleveland Works,Cuyahoga Heights,OH,"Other,Waste",2020,67373.93203119995
Arconic Inc. - Lafayette Operations,Lafayette,IN,Metals,2018,56932.49592000001
Arconic Inc. - Lafayette Operations,Lafayette,IN,Metals,2019,56996.47777500003
Arconic Inc. - Lafayette Operations,Lafayette,IN,Metals,2020,53949.523762199984
Arconic Lafayette Llc,Lafayette,IN,Metals,2018,58839.94573500003
Arconic Lafayette Llc,Lafayette,IN,Metals,2019,56792.45754480003
Arconic Lafayette Llc,Lafayette,IN,Metals,2020,55705.55310750003
Arconic Lancaster Corp,Lancaster,PA,Metals,2018,111378.35282999995
Arconic Lancaster Corp,Lancaster,PA,Metals,2019,109434.94853999998
Arconic Lancaster Corp,Lancaster,PA,Metals,2020,107154.14483999998
Arconic Massena Llc,Massena,NY,"Metals,Waste",2018,223022.51672300004
Arconic Massena Llc,Massena,NY,"Metals,Waste",2019,216968.78134
Arconic Massena Llc,Massena,NY,"Metals,Waste",2020,216275.90541400004
Arconic Tennessee Operations,Alcoa,TN,Metals,2018,226985.49123600006
Arconic Tennessee Operations,Alcoa,TN,Metals,2019,214461.3758400001
Arconic Tennessee Operations,Alcoa,TN,Metals,2020,222764.35188000012
Arconic Us Llc,Massena,NY,"Metals,Waste",2018,20041.347440000005
Arconic Us Llc,Massena,NY,"Metals,Waste",2019,21312.36698
Arconic Us Llc,Massena,NY,"Metals,Waste",2020,23696.65512
Arcosa Br Lw Llc Erwinvillle Div,Erwinville,LA,Other,2018,93263.98254940001
Arcosa Br Lw Llc Erwinvillle Div,Erwinville,LA,Other,2019,91159.31344639997
Arcosa Br Lw Llc Erwinvillle Div,Erwinville,LA,Other,2020,90773.65023799997
Arcosa Lightweight - Brooks Plant,Shephersville,KY,Minerals,2018,31263.276004200015
Arcosa Lightweight - Brooks Plant,Shephersville,KY,Minerals,2019,30334.964857000006
Arcosa Lightweight - Brooks Plant,Shephersville,KY,Minerals,2020,32349.575339999985
Arcosa Lightweight - Frazier Park,Frazier Park,CA,Other,2018,25480.962039999995
Arcosa Lightweight - Frazier Park,Frazier Park,CA,Other,2019,26764.138099999993
Arcosa Lightweight - Frazier Park,Frazier Park,CA,Other,2020,26892.848740000012
Arcosa Lightweight Indiana,Mooresville,IN,Other,2018,62951.937009999994
Arcosa Lightweight Indiana,Mooresville,IN,Other,2019,61611.560401999996
Arcosa Lightweight Indiana,Mooresville,IN,Other,2020,63782.28536000003
"Arcosa Lw Br, Llc Livingston Div",Livingston,AL,Other,2018,82782.75406000002
"Arcosa Lw Br, Llc Livingston Div",Livingston,AL,Other,2019,84706.48799999995
"Arcosa Lw Br, Llc Livingston Div",Livingston,AL,Other,2020,83210.71332000005
Ardagh Glass Inc.,Salem,NJ,Minerals,2018,74392.5104648
Ardagh Glass Inc.,Salem,NJ,Minerals,2019,69548.60496949998
Ardagh Glass Inc.,Salem,NJ,Minerals,2020,74332.23924000002
Ardagh Glass Inc. (Bridgeton),Bridgeton,NJ,Minerals,2018,47583.066300000006
Ardagh Glass Inc. (Bridgeton),Bridgeton,NJ,Minerals,2019,45350.18312
Ardagh Glass Inc. (Bridgeton),Bridgeton,NJ,Minerals,2020,44989.15448000002
Ardagh Glass Inc. (Burlington),Burlington,WI,Minerals,2018,65841.17533999996
Ardagh Glass Inc. (Burlington),Burlington,WI,Minerals,2019,62581.402039999986
Ardagh Glass Inc. (Burlington),Burlington,WI,Minerals,2020,59186.123600000006
Ardagh Glass Inc. (Dolton),Dolton,IL,Minerals,2018,81202.36113999992
Ardagh Glass Inc. (Dolton),Dolton,IL,Minerals,2019,81129.09182
Ardagh Glass Inc. (Dolton),Dolton,IL,Minerals,2020,79471.12069970001
Ardagh Glass Inc. (Dunkirk),Dunkirk,IN,Minerals,2018,110996.04656000002
Ardagh Glass Inc. (Dunkirk),Dunkirk,IN,Minerals,2019,108824.43853999996
Ardagh Glass Inc. (Dunkirk),Dunkirk,IN,Minerals,2020,109553.85524
Ardagh Glass Inc. (Henderson),Henderson,NC,Minerals,2018,81006.10976970002
Ardagh Glass Inc. (Henderson),Henderson,NC,Minerals,2019,80743.19450000004
Ardagh Glass Inc. (Henderson),Henderson,NC,Minerals,2020,79290.30962969997
Ardagh Glass Inc. (Lincoln),Lincoln,IL,Minerals,2018,54663.71232
Ardagh Glass Inc. (Lincoln),Lincoln,IL,Minerals,2019,55574.51860000001
Ardagh Glass Inc. (Lincoln),Lincoln,IL,Minerals,2020,58664.68152
Ardagh Glass Inc. (Madera),Madera,CA,Minerals,2018,81923.62844000003
Ardagh Glass Inc. (Madera),Madera,CA,Minerals,2019,84872.19676
Ardagh Glass Inc. (Madera),Madera,CA,Minerals,2020,80540.42812899999
Ardagh Glass Inc. (Milford),Milford,MA,Minerals,2018,34418.294054599995
Ardagh Glass Inc. (Milford),Milford,MA,Minerals,2019,33535.08292189999
Ardagh Glass Inc. (Milford),Milford,MA,Minerals,2020,33265.450220000006
Ardagh Glass Inc. (Pevely),Pevely,MO,Minerals,2018,81384.92815999997
Ardagh Glass Inc. (Pevely),Pevely,MO,Minerals,2019,82429.01928000001
Ardagh Glass Inc. (Pevely),Pevely,MO,Minerals,2020,82309.05035970002
Ardagh Glass Inc. (Port Allegany),Port Allegany,PA,Minerals,2018,63256.86069999998
Ardagh Glass Inc. (Port Allegany),Port Allegany,PA,Minerals,2019,62885.67987999998
Ardagh Glass Inc. (Port Allegany),Port Allegany,PA,Minerals,2020,57524.85061999999
Ardagh Glass Inc. (Ruston),Simsboro,LA,Minerals,2018,98512.35766000002
Ardagh Glass Inc. (Ruston),Simsboro,LA,Minerals,2019,98109.20243170002
Ardagh Glass Inc. (Ruston),Simsboro,LA,Minerals,2020,100083.57205999998
Ardagh Glass Inc. (Salem),Salem,NJ,Minerals,2018,11803.654299999997
Ardagh Glass Inc. (Salem),Salem,NJ,Minerals,2019,17301.653086000013
Ardagh Glass Inc. (Salem),Salem,NJ,Minerals,2020,20365.493029300003
Ardagh Glass Inc. (Sapulpa),Sapulpa,OK,Minerals,2018,112274.35828899998
Ardagh Glass Inc. (Sapulpa),Sapulpa,OK,Minerals,2019,98351.61705999999
Ardagh Glass Inc. (Sapulpa),Sapulpa,OK,Minerals,2020,100737.35592720001
Ardagh Glass Inc. (Seattle),Seattle,WA,Minerals,2018,74882.15470180004
Ardagh Glass Inc. (Seattle),Seattle,WA,Minerals,2019,73285.59118000002
Ardagh Glass Inc. (Seattle),Seattle,WA,Minerals,2020,72724.91691340001
Ardagh Glass Inc. (Wilson),Wilson,NC,Minerals,2018,914712.3618776
Ardagh Glass Inc. (Wilson),Wilson,NC,Minerals,2019,640394.0303499995
Ardagh Glass Inc. (Wilson),Wilson,NC,Minerals,2020,618788.2575370006
Ardagh Glass Inc. (Winchester),Winchester,IN,Minerals,2018,96037.13639139998
Ardagh Glass Inc. (Winchester),Winchester,IN,Minerals,2019,95958.30435999995
Ardagh Glass Inc. (Winchester),Winchester,IN,Minerals,2020,98507.55739999996
Ardagh Glass Packaging Inc. (Houston),Houston,TX,Minerals,2018,65860.45422000004
Ardagh Glass Packaging Inc. (Houston),Houston,TX,Minerals,2019,65583.68846000005
Ardagh Glass Packaging Inc. (Houston),Houston,TX,Minerals,2020,63697.965120000066
Arden Ldfl,Washington,PA,Waste,2018,32002.47524000001
Arden Ldfl,Washington,PA,Waste,2019,32259.555637199985
Arden Ldfl,Washington,PA,Waste,2020,32262.5900172
Area 11B Cgp,Pawnee,TX,Petroleum And Natural Gas Systems,2018,20183.79662
Area 11B Cgp,Pawnee,TX,Petroleum And Natural Gas Systems,2019,19958.902840000002
Area 11B Cgp,Pawnee,TX,Petroleum And Natural Gas Systems,2020,19459.10412000001
Area 31 Cgp Facility,Pawnee,TX,Petroleum And Natural Gas Systems,2018,96726.5018183
Area 31 Cgp Facility,Pawnee,TX,Petroleum And Natural Gas Systems,2019,90083.02780000003
Area 31 Cgp Facility,Pawnee,TX,Petroleum And Natural Gas Systems,2020,100904.94762000002
Area 41 Cgp Facility,Pawnee,TX,Petroleum And Natural Gas Systems,2018,42981.99222
Area 41 Cgp Facility,Pawnee,TX,Petroleum And Natural Gas Systems,2019,44092.42003000001
